User_ID,Product_ID,Category,Final_Price(Rs.),interaction
007d82ed,1d0dfece-f,home & kitchen,393.59,1
ee84c4d8,ad413f74-7,clothing,7.33,1
f3431ec8,74232b1e-e,clothing,336.74,1
5b67f35f,f1612cb4-2,beauty,281.07,1
bec3ba15,1730de82-d,books,348.78,1
b3b50a4f,b99ff610-5,electronics,48.47,1
7a1822f3,fd68f3df-7,home & kitchen,310.59,1
19250ed7,68365458-0,sports,120.25,1
6f5fd5f2,b1cac920-f,electronics,159.65,1
82036553,c4e06440-e,home & kitchen,331.21,1
557f87a5,ceab308d-f,electronics,182.93,1
1b3596a1,fda392f9-d,home & kitchen,315.86,1
7f9c9f2c,64049319-8,clothing,171.06,1
4fd21482,494800ef-2,home & kitchen,454.69,1
e8613d9e,2ac7fc27-9,sports,274.24,1
2753195e,2a34ede3-a,beauty,97.3,1
4aefa8a6,93f6ad6c-3,electronics,72.78,1
d9b16d55,f6ffdeea-1,toys,149.93,1
6908d999,cbeb110c-d,books,157.81,1
4be691f6,758e3cf5-d,books,106.65,1
13d4dd27,c8304287-0,sports,221.24,1
155fe399,b3684052-7,clothing,210.88,1
8ebce110,f9c3cc85-b,sports,274.08,1
257af577,4d81096c-a,beauty,285.38,1
57dcfe4f,96a4eeb1-a,electronics,435.45,1
8c2e9d07,d45a02f8-3,books,191.44,1
b1466009,1ac7fcaa-4,sports,107.19,1
449c33f0,0ae87429-2,electronics,152.66,1
48091eea,8baecb87-6,electronics,71.16,1
b857395f,56534cf5-a,books,387.91,1
cd23f9b3,891369e6-3,home & kitchen,388.66,1
50483cad,1859fc40-2,books,200.74,1
2a238fbc,eb398faf-6,electronics,239.66,1
dc5e478b,4da1fb5d-d,clothing,112.77,1
b24bd3b7,dfc784ec-d,toys,106.73,1
26503871,69843943-b,books,153.45,1
065012c5,a4353860-7,electronics,258.92,1
d312906a,11d34f7e-2,toys,216.75,1
5136adde,df7930b9-d,electronics,34.01,1
d0e8803c,4ac6af27-a,books,50.12,1
1962082e,273017e8-2,beauty,453.66,1
b753077b,93235dc9-9,toys,361.39,1
8ce64055,37a661c4-a,beauty,376.05,1
101938a5,c4f71922-a,electronics,112.28,1
292307da,e740000e-2,clothing,370.57,1
b805a15f,35efff39-b,electronics,338.51,1
fbef474d,63c30b65-a,toys,262.8,1
dcaca6db,06fff043-4,home & kitchen,257.67,1
7a7d8d61,eba5c94a-6,toys,205.03,1
34e04e99,39c7b618-6,toys,41.06,1
b2eb65f3,76ca9c3c-c,beauty,25.89,1
861f12bb,268b335a-8,clothing,104.22,1
f1c5f192,8164e79d-1,beauty,56.86,1
de8c7e00,a2f99d43-c,beauty,153.38,1
79b8569c,d36a344e-f,home & kitchen,68.53,1
a5ed8855,92411baa-e,electronics,149.57,1
c2f278b8,ed268cfc-4,sports,471.95,1
f9e89622,6390f2ea-8,books,479.63,1
c9aee337,7cbf22f9-2,sports,188.69,1
eb72f968,85842870-7,beauty,52.18,1
6e91de44,28ca7dce-f,home & kitchen,188.47,1
f581d1f7,30ff2cd8-5,books,49.78,1
a9f8e515,579ede7a-c,toys,116.7,1
bb542976,b6add811-e,electronics,199.2,1
028809d1,e59dd1ef-7,home & kitchen,194.9,1
8b660196,594121e8-4,sports,315.94,1
5516b600,4aa17ee2-e,beauty,140.8,1
77c9aa5b,d001ebc6-5,clothing,319.64,1
d1dd56ce,f474b729-5,clothing,164.14,1
8b67d82f,0412d7ff-f,electronics,67.39,1
55ade9bd,41f528fa-5,sports,257.48,1
70536778,ef18627c-6,home & kitchen,285.23,1
98cb1265,8029a89d-b,clothing,207.16,1
db0be3ef,158fd3b5-2,home & kitchen,236.53,1
b4fffe29,a52fdf17-b,clothing,120.1,1
9f8bb54c,ad642b46-7,electronics,339.17,1
03aa0d65,dbebaa55-4,home & kitchen,108.87,1
2589f4a9,e1afb191-5,beauty,241.97,1
dbea38e1,1fe67292-0,electronics,287.01,1
f6207bb8,793480ee-d,home & kitchen,33.4,1
20603af4,3b3acd49-f,home & kitchen,114.6,1
222d2020,c5a964e5-1,sports,243.77,1
1f5cc3ae,0c4145bc-8,toys,42.17,1
86b387f6,98eb0ae1-e,electronics,75.32,1
7b339542,32f4abf1-e,electronics,206.28,1
b1b2edb7,ac13377e-b,toys,41.74,1
c6d36874,46b7b3a3-0,clothing,338.15,1
fb1b3d3f,df1e3f0d-5,toys,88.42,1
a3ffda9b,347bc94b-6,electronics,276.53,1
e47fbc15,176b24ce-d,books,83.16,1
48d6fb7f,bc2a8a1a-0,beauty,30.0,1
c9aec1e2,1587d0c4-b,books,76.98,1
52a3c1ff,2a339668-e,clothing,209.52,1
3937299c,afd38630-0,books,207.43,1
d8d9cf8b,33d1d69e-5,electronics,82.84,1
8d992fcd,d86c4787-2,electronics,14.89,1
eccbc70c,c8ee38d3-1,beauty,337.1,1
e1e7e360,380bf7e8-2,books,54.8,1
af47fc4e,a7e4d8b4-9,books,327.77,1
03eadaf0,74a43ff7-2,beauty,225.98,1
a61e1a8f,4cc35f1a-1,clothing,151.52,1
9c7914f5,7c011ded-7,toys,323.25,1
e452c507,a6326e35-d,clothing,58.89,1
b90a8b2c,05c97ccd-6,home & kitchen,69.31,1
acba07dd,e10f1782-1,home & kitchen,329.82,1
dbf58ab7,90ea4fe6-d,electronics,11.26,1
8.40E+37,b7e948d3-5,beauty,12.09,1
7ab838a2,7f6906b4-0,sports,263.05,1
ac98d8ba,a8594906-d,books,129.36,1
d7c5fdbb,bea3dc50-a,toys,14.0,1
1a6c5c08,a6166130-b,sports,138.45,1
d817723a,581a41f1-b,books,131.83,1
88c35a80,b28c2240-7,beauty,174.56,1
e6e322f8,6f0fcbd8-e,beauty,223.5,1
d0138d14,e101ab76-7,clothing,97.14,1
9ea9ff00,2c1cd7b8-c,clothing,100.74,1
e733dc52,57b27e03-4,books,58.76,1
d7329afe,eb0596ff-1,sports,19.08,1
c0811288,4913cc97-2,home & kitchen,178.02,1
7c5e50fe,bb6469a8-e,electronics,248.17,1
29b3c37a,fda470b8-1,electronics,381.05,1
f8d08b85,0b4350eb-5,books,335.49,1
36848d01,d8f3686a-3,clothing,29.12,1
b96be743,30b35209-e,toys,115.06,1
9f5fd63c,c29aa4a8-f,beauty,94.39,1
812fe840,5e9900af-f,sports,316.79,1
d42bcbcb,676d7645-b,books,347.12,1
52516742,ba8a075e-b,toys,11.09,1
27e9dd51,a9cf9e47-1,sports,338.09,1
5e956744,84478b2a-7,beauty,393.29,1
8a35a896,f3fa141b-a,clothing,293.23,1
3c499277,3316625a-a,sports,108.64,1
799f099f,329af66f-e,beauty,107.72,1
9aec0029,efd0a0a2-6,clothing,22.59,1
45ae61a8,d474e7e9-2,electronics,182.69,1
7ced0b56,4b0562d6-6,sports,78.44,1
47a50dbd,2ab12e1b-6,books,214.69,1
01c083f3,ef5c107c-f,home & kitchen,168.01,1
e077268b,0bb5397d-8,beauty,133.85,1
470c391e,868803c9-8,toys,395.44,1
451cdc5b,f6a07190-8,home & kitchen,103.58,1
a48689fb,51393037-0,sports,140.42,1
8f4a3a26,4c529cb5-6,home & kitchen,131.78,1
3f62d926,581977ad-e,home & kitchen,20.08,1
f7cd3439,05a68613-e,clothing,90.63,1
1699a74b,38210005-e,books,292.37,1
784fd769,a1ca6a6d-5,sports,347.3,1
a6c5b4a7,7b2f61cf-4,books,73.29,1
8e379422,468994c4-8,electronics,308.09,1
7fc7c936,7cb9f116-e,clothing,306.94,1
1c98d9cb,9bba74d0-a,clothing,241.98,1
4e6186ba,1d561c87-f,electronics,22.91,1
2e1fecb3,3b16bf75-a,toys,261.58,1
96af0aa4,aa8da6fc-a,sports,107.6,1
99caeb2a,576781f7-3,books,121.58,1
48d36506,6eb3c1f2-9,home & kitchen,359.1,1
577a37c4,17546bcb-2,books,218.75,1
bba4c3f8,bb5744d0-b,home & kitchen,134.94,1
8814e19d,f254b403-8,books,90.96,1
e08353ad,842dd0ce-5,electronics,358.56,1
6e583aa2,8300126f-c,toys,447.35,1
cd315692,2a4a8474-e,home & kitchen,457.75,1
f01ebb7e,524bb820-b,toys,95.79,1
db220edd,d9daf14f-5,electronics,233.29,1
d4184040,68912f50-f,toys,35.94,1
60b3a0d1,95991863-9,beauty,197.76,1
077651c7,fb79fc41-8,sports,216.23,1
7ce9d2ad,203a42f4-5,home & kitchen,169.15,1
b9fba9b9,c42c9409-d,sports,154.69,1
82dd0dcb,0c0daeec-a,home & kitchen,207.65,1
ac83afcb,84d390d3-6,clothing,207.54,1
20838914,118c14a6-4,toys,350.86,1
2d4ac994,1a38d99a-4,electronics,212.41,1
b4f1a440,f5f63eca-8,sports,341.46,1
50d80b4e,ef1c4943-2,clothing,40.71,1
ca8ce9be,b2240a4c-f,toys,290.08,1
2ce28bf9,5284add4-d,clothing,112.91,1
2d6ba8ae,9150cb0b-4,beauty,24.09,1
e4637540,13ac4c2d-9,beauty,110.91,1
40d1379a,6acf0b33-c,electronics,205.67,1
23921511,d13af207-3,beauty,229.27,1
c1022ceb,6087024c-4,clothing,405.54,1
dfa876d1,4361fa36-a,beauty,106.98,1
268cf1de,cb7f85a2-c,sports,244.73,1
cf9beee8,d1231bbf-f,books,98.79,1
ac0a5a11,ac5c0b1b-5,beauty,42.93,1
9e6874ab,e3fbbb68-6,books,290.77,1
68dfdbfb,1b1beeb3-3,sports,45.28,1
f747c9ed,e2579884-9,home & kitchen,46.75,1
c640c4ac,7c632a2e-c,toys,235.22,1
e5a5e18d,3fffb302-7,home & kitchen,373.99,1
6839399d,0d81cb5b-8,sports,218.62,1
4e4016fc,887204fc-0,books,53.58,1
1117a729,166a45a2-c,toys,60.76,1
3c3c8f20,567355fa-3,home & kitchen,246.62,1
e207d13a,2d4ef699-f,books,58.62,1
77809d5c,5e93104b-a,books,369.33,1
3b12089e,00fcb9c0-8,clothing,315.7,1
22b16d50,ec4cfda5-5,books,124.03,1
fdadd527,cc021b5e-8,beauty,17.8,1
31c5ddc8,10e8a4f7-b,toys,434.36,1
46ce5341,2c91e42a-6,toys,233.57,1
8db52810,5978f0ff-1,electronics,102.72,1
b370acb7,7e336240-1,clothing,330.45,1
25a0d325,e526dc06-e,electronics,254.59,1
b505dce0,6d1515e6-3,beauty,60.43,1
ffb59cb8,22678cd9-e,sports,417.36,1
125e7014,9aaae28d-d,electronics,265.07,1
3bb0a7a9,6cfb4a90-6,sports,300.0,1
060cf692,fa76eccc-7,sports,45.47,1
00812bf1,c0d8e8ab-4,clothing,192.83,1
bebeda1a,84b8e40f-6,home & kitchen,65.54,1
661c6fad,a123f1a2-e,clothing,355.87,1
c7fbbb37,bc32e509-c,electronics,357.75,1
22d2eefa,cacf1f1e-3,electronics,157.17,1
9d02cd04,0c58c336-9,clothing,186.01,1
315b7094,5c0ef37f-2,books,245.29,1
efaf3f1e,a4399143-2,beauty,190.22,1
14a4d873,7ba3966b-5,sports,254.46,1
c44db413,e1224f77-9,electronics,152.16,1
288cd987,4f25c1c1-a,beauty,362.88,1
82db2175,30571c6b-a,electronics,222.06,1
038db720,e7b4c53e-1,home & kitchen,162.81,1
c502b838,ad74ed86-b,electronics,421.74,1
c0f8e7f5,7fdb1426-8,books,99.9,1
aa91713c,26488257-8,home & kitchen,76.09,1
b914b76f,0ab77e86-e,toys,184.89,1
48cd8d57,9d8e1e52-1,home & kitchen,44.96,1
495bd9f4,1d77c7af-3,home & kitchen,146.6,1
f33c5a33,4116b831-2,electronics,119.9,1
b17a752f,f0ed22c9-3,beauty,452.74,1
e54968ff,b82fe130-6,sports,226.69,1
cdeb4b21,1f12847c-d,sports,301.69,1
0a89bdec,53b4de6e-9,home & kitchen,63.27,1
c729f44a,dc45d710-7,clothing,390.11,1
b74485f8,abd19d27-0,beauty,233.66,1
a687c77e,b709f015-d,toys,122.55,1
0c36392d,1856f48e-9,beauty,276.04,1
c4486290,30c6766f-3,beauty,232.69,1
4fdb0ac1,e5167a38-0,home & kitchen,98.93,1
81c869a4,39394899-d,sports,421.38,1
d0d5cc3f,c5b6f5f8-7,books,117.54,1
543db6cb,047680b7-4,toys,457.16,1
45f3661b,962ce4b9-9,home & kitchen,25.91,1
a495b1c7,38515136-8,books,154.89,1
514c5365,f8a7b3cb-a,clothing,31.98,1
e0d4ca51,1cb6afbc-4,beauty,186.67,1
927e4946,326dc1f5-9,sports,115.26,1
b153ddb0,2c0caa2e-4,clothing,295.17,1
6e218819,bade74aa-4,clothing,21.99,1
90c1895c,e797ba11-c,home & kitchen,265.32,1
dd8674d1,9a56685d-c,electronics,61.96,1
5930f5c1,8dff29eb-7,sports,203.84,1
6fc35e9b,0a39406a-e,beauty,111.14,1
41ea1235,21918b6b-3,sports,161.82,1
932cdbdb,52f65655-f,books,188.6,1
e1310511,cad3fdda-e,home & kitchen,38.09,1
574e5f84,183ca096-f,home & kitchen,303.26,1
7fb26e2e,6b5e75a3-9,electronics,24.02,1
a03903f5,3ed75263-6,toys,272.14,1
8c8a9c64,284503ec-c,home & kitchen,9.85,1
257a8ce9,41e93c18-6,clothing,234.0,1
2fb02560,e8883132-5,beauty,136.11,1
de1d3a1e,3a7449b5-2,sports,167.26,1
3b240cf4,a9f02f8c-1,clothing,297.68,1
55f14e41,620721a3-e,sports,259.1,1
99e8f646,0dc1a84f-d,books,343.56,1
1d2c993f,d332a849-4,clothing,295.6,1
8487fbc7,60fcaed7-7,books,145.2,1
793fa422,a0441877-3,sports,318.56,1
d4104c7b,cc8b1c23-2,clothing,136.4,1
8b100551,f2c895cb-2,clothing,206.46,1
c292a2d7,598596a4-7,clothing,293.87,1
129e1ecd,86885061-1,electronics,148.84,1
83ec11b2,9bf78c9a-3,electronics,119.08,1
f94d89b9,e54a25c2-4,electronics,179.73,1
6ac71d68,cf29c7a3-8,books,349.77,1
a6c1a28f,c6347235-0,beauty,276.47,1
03632dc7,3c9a3ef2-d,home & kitchen,299.53,1
180900bc,1f31c5f9-6,electronics,204.23,1
473dac31,95199ded-8,toys,252.68,1
e878819f,9463ea85-8,books,151.36,1
247db661,4efbd6fd-1,electronics,251.48,1
8a55e87c,fb219753-e,books,202.44,1
bc1ed9fe,d1391498-e,sports,241.2,1
925cb565,c95968a6-3,beauty,346.0,1
54f1cc93,63955182-b,toys,238.3,1
8051cd77,c9b146c9-5,toys,291.11,1
8a161e0a,a1878150-1,clothing,346.75,1
ae7b7c68,fde754b4-1,toys,422.7,1
f648e9e7,090337cd-a,books,128.14,1
f508691b,ac287cf7-1,sports,219.84,1
30eccf94,18c52147-6,electronics,28.6,1
616c7917,75aef9df-6,books,66.0,1
cfe50543,cc0cd40a-a,clothing,264.43,1
fd4c3384,2cfa9ec7-0,sports,106.84,1
3b05ed95,f9ab318b-7,toys,435.67,1
afc46410,9a5add4e-2,books,458.34,1
d8e74ba4,a5155b7e-c,electronics,191.24,1
aaab560b,c8124e78-4,toys,155.07,1
117c47ed,5c0b6596-f,sports,427.95,1
7c62af29,aaf35eae-2,beauty,249.76,1
c6bd342a,25cd002f-e,sports,275.45,1
fc5078d2,86dccec4-a,beauty,67.44,1
3f4a4d51,25c1502c-f,electronics,380.62,1
fdf2e60c,e0d5b83a-3,electronics,138.47,1
7d0b041c,788e7cc6-6,home & kitchen,306.21,1
0b37db24,33036bf9-b,electronics,139.14,1
99f7c009,1518f397-4,home & kitchen,350.63,1
2c3663ad,0faf569e-1,electronics,191.53,1
0639e3bd,ae145df8-8,sports,335.93,1
9488464d,1a48d1a4-7,home & kitchen,84.17,1
f1cc2d2c,1eda0f3c-9,sports,195.46,1
fd0e68a4,075c7e1a-a,sports,18.04,1
f25a81cc,a526d0bf-9,books,62.16,1
3a2348ca,979b12da-c,clothing,210.56,1
345947ca,6a9280ea-2,toys,262.24,1
df026444,87c9f24f-8,electronics,103.42,1
2e20a6a6,5655eb89-5,beauty,161.14,1
8e00f191,d767d45d-a,home & kitchen,110.06,1
451f1008,e8d4ff23-6,beauty,380.47,1
b32cee07,b8375129-c,sports,329.98,1
fda2a523,8a2d7d67-b,books,251.16,1
0d06b10b,f2dc543b-9,home & kitchen,261.41,1
34cb1abe,fa44d09d-5,clothing,80.79,1
7be14799,b7a796cd-a,sports,82.01,1
45ea58e2,dcb6da7a-7,sports,222.18,1
89bb6db8,cec7eb10-1,sports,154.99,1
6a796b7c,e716451f-f,books,155.06,1
aa6c6d33,7ef9e09f-b,electronics,391.22,1
3eb4bfdf,602bb15e-4,clothing,466.18,1
d6e39245,c534d5aa-5,toys,223.25,1
d95237bb,bfc775a1-a,beauty,246.39,1
d2e8696a,2fd1ffe3-1,clothing,183.22,1
bc5c85a5,f9c10c74-8,beauty,214.72,1
18611bb6,136578f7-6,electronics,119.95,1
c70d89cf,706a6f3e-9,books,30.93,1
e5c11c0b,581fab2b-a,electronics,94.83,1
69467b7d,c7008243-5,sports,219.25,1
028173ef,4efe9fdd-5,clothing,124.93,1
8bb4ff21,e4e13f0f-d,sports,125.16,1
e8a90aab,a6212e2e-a,sports,280.98,1
8db7dbb7,a28d5119-1,clothing,358.21,1
226d02cd,78ba3547-b,toys,321.01,1
ff94d6ab,8243d88e-e,toys,46.94,1
d20005d8,8f3a5380-9,toys,66.93,1
7594c248,04284bd4-a,sports,124.78,1
977da8a4,6d626cf9-1,electronics,15.78,1
1fd91234,66f17216-a,electronics,22.83,1
d7118880,8264844a-e,home & kitchen,141.64,1
9c5742f5,ad1f054b-2,electronics,223.74,1
d5a74f3f,3d5fe14e-1,clothing,253.97,1
a3185b29,27fb556a-3,clothing,457.07,1
64272d22,38362f6f-1,electronics,442.46,1
b3659e63,35f1c343-b,electronics,127.91,1
c3030da8,100f5bd6-3,electronics,32.89,1
8dc4583b,e23f5984-b,clothing,226.69,1
d895edc8,85edc59a-c,electronics,102.58,1
5203df6d,625ff553-e,sports,27.19,1
d4c421dd,c3fe6a0a-3,books,233.86,1
f7ad61b4,c1fa2667-b,toys,296.87,1
361a60b8,d565ad1e-7,toys,437.06,1
1624e787,7e5f9dad-d,home & kitchen,193.8,1
9f887c1b,91e98516-d,books,165.95,1
3dd55fd2,1d206f3c-3,home & kitchen,347.7,1
5430451c,769c6a76-6,home & kitchen,269.27,1
9fd0f47d,9b6c0128-f,books,327.0,1
19dbc60e,d570140f-e,electronics,223.51,1
e87be34e,c8170aaa-e,clothing,360.76,1
f1dc18ef,3cd49ea6-1,electronics,232.35,1
d763b012,fb711bf3-4,beauty,13.69,1
0645a3b4,135f9af5-5,books,339.32,1
380397f3,43e4b99f-6,toys,347.06,1
a91f12d4,317d65ec-f,electronics,176.01,1
5a02a69f,b44206d3-1,clothing,232.44,1
d6f46477,f9677a24-6,clothing,361.62,1
4a370dca,0614e833-2,clothing,179.32,1
4e3b823e,3c8d5057-5,toys,54.03,1
8e6f1de2,624d50b3-3,books,30.14,1
bcb50e14,76d8a34e-b,electronics,238.61,1
d41d809e,1f2ee9a2-5,sports,198.29,1
7b1d4411,03f4ca3b-8,clothing,253.98,1
cf64defc,e8f069f8-6,books,238.32,1
3560326,d3a6af1a-7,sports,368.96,1
fc81d481,19c52cc9-5,sports,286.73,1
6.46E+06,f0767145-7,books,247.07,1
7281a498,101ade60-3,sports,319.16,1
4ec6ded9,cb17280c-0,beauty,221.53,1
a91d9f56,9885fa19-4,books,369.25,1
eaca4fa0,d31d0123-a,electronics,134.87,1
aafd3769,4cca89d4-4,clothing,458.6,1
c01d4d47,b3d1ba0f-3,books,140.65,1
4d2cd201,875caa36-1,clothing,18.84,1
20556324,eb873293-1,home & kitchen,93.41,1
8.92E+100,5b444a16-4,electronics,98.61,1
4458ab6a,4.46E+03,electronics,413.65,1
b6b38943,e9dd6729-5,electronics,25.75,1
9a3a5585,82cc06cc-0,toys,303.08,1
295576f0,fbe1f8ba-0,beauty,74.93,1
61f64557,c070b4b6-1,beauty,308.54,1
7a87f292,6341d191-8,sports,148.78,1
8ddb0e80,87e5625f-c,books,448.08,1
dc0f7097,25a9c188-a,clothing,48.08,1
03f1774a,8adaa913-f,books,260.85,1
1943f27c,46a92f74-2,sports,257.57,1
dd9f4e5f,37d88ca0-0,toys,186.52,1
882bc61d,c7378104-f,books,128.13,1
3c669dc7,49ed6d0d-8,sports,145.82,1
a998be79,46500eae-c,toys,280.45,1
92a11c79,d701275e-9,home & kitchen,25.32,1
6451796,584a7808-7,sports,28.43,1
a94110ca,79a38003-0,home & kitchen,51.23,1
2ba824ee,868c12ec-1,electronics,105.63,1
bac1284d,4d8fc1fb-3,clothing,391.14,1
54b16993,272d1c1e-d,toys,211.4,1
192edd4e,bf98ce15-f,electronics,30.49,1
99781be9,a2f4cd32-3,books,371.24,1
9a9a07f5,1ff851f4-7,electronics,126.13,1
abb37032,605fd5fe-7,beauty,296.8,1
00e75d81,7150ff17-b,sports,235.23,1
8355f413,df7cd075-2,toys,90.31,1
a5bd8e47,b46bc60c-b,beauty,66.48,1
d7a17cb0,eb885daf-7,beauty,420.85,1
da787021,22ed0aa6-5,sports,195.58,1
95cda985,d6276dee-6,toys,65.75,1
51fe1422,6dc8bf66-f,clothing,87.29,1
e2d534fc,e4426847-7,books,157.58,1
f783772f,bcdaa92b-c,sports,99.85,1
128b6828,63132048-a,home & kitchen,150.66,1
284c8015,77363464-a,clothing,32.61,1
cca2b172,5e26e41d-1,electronics,13.81,1
f0241946,7d7d6526-3,sports,226.56,1
7abecd58,7d1006e3-7,home & kitchen,450.91,1
658e0882,f4dc1f9e-3,toys,421.85,1
6d8a2a99,97a50e99-a,electronics,198.65,1
8f7a0b5d,3d3bc42d-c,beauty,142.13,1
6369a7c3,a7ddfd45-9,toys,73.11,1
e71626bf,2c2faf85-a,beauty,107.53,1
9318bcd2,7efcfbc1-8,toys,138.97,1
d9c4fc09,505d5a39-d,toys,122.67,1
209791,89fe8404-d,toys,10.32,1
94ac8476,e2a6302f-9,books,233.67,1
b7618bd0,dc1f1f13-f,books,87.75,1
d9b8e81b,89ddf5fd-7,electronics,93.42,1
905c8be8,c979e542-7,clothing,331.74,1
31761a11,2166f519-9,electronics,147.18,1
359b71d4,fd8c870e-2,clothing,414.61,1
bfd771e4,e94d9977-3,home & kitchen,326.66,1
b9168cc4,19f3b34c-3,beauty,90.53,1
d45a9dbe,c4910d2d-c,books,259.1,1
a12946ef,45f9b126-8,books,143.77,1
39963ecc,7b2b5520-9,clothing,333.11,1
3d8cd018,ab136d2e-f,home & kitchen,83.05,1
db704f77,eedfbf75-6,home & kitchen,153.01,1
723714c2,5697bb51-3,toys,58.2,1
4ec2b2be,2ee16cb9-f,clothing,149.01,1
36e6f67c,22332c97-1,toys,8.35,1
008384ad,c2a9a44a-4,toys,95.58,1
490111ac,47f7d81c-2,sports,174.41,1
0c1fae8d,04a731ad-f,home & kitchen,199.43,1
1c34cc19,106c929a-7,electronics,25.38,1
6b305d69,fb8256e8-a,electronics,159.29,1
6af4e7e9,805daac9-0,clothing,15.34,1
42fe34af,1b911467-9,books,257.25,1
fe4d03cd,92ff2301-c,clothing,264.92,1
f4518d7a,c968f734-c,electronics,264.04,1
447148db,a952cd60-a,books,294.74,1
2d574c24,58473eef-4,home & kitchen,322.34,1
68073337,45f6a7d5-8,electronics,198.95,1
86cbee34,21341a74-3,home & kitchen,350.6,1
527b9c2d,ed14558a-7,beauty,394.96,1
3e3b26e1,9ffd92ed-4,beauty,449.69,1
ee2a2250,1878cf5a-b,beauty,27.01,1
0ef29560,78fc8fe3-6,toys,108.82,1
f9e39387,025cebdc-b,toys,122.45,1
df9db226,186cf076-b,toys,178.95,1
d71147c9,0c602c0e-d,beauty,417.94,1
541f1998,4395c151-c,home & kitchen,189.53,1
5f245ccc,4bf67e4a-1,beauty,248.76,1
376509b0,a2fdbbd6-3,sports,331.16,1
ca0054f1,c4f7e6b0-9,electronics,326.25,1
77b6f008,4d57ddaa-d,home & kitchen,288.12,1
bd42adcc,4a9db56e-b,books,144.77,1
cf924ab8,8cc9674f-9,books,161.64,1
ad923bb1,881ea42d-0,sports,21.78,1
63b7cb47,d12bfdfa-c,beauty,295.24,1
5e31c73f,fab11646-d,toys,215.82,1
b5dbe555,1524eaed-7,home & kitchen,326.1,1
88f26a4e,87409d7f-6,home & kitchen,137.71,1
320a04c7,12dec9d2-a,sports,141.81,1
f85b8d3c,a5f0b72c-e,electronics,395.18,1
50540d6b,00cabebb-5,toys,229.44,1
c84cf1d8,dc52dd90-9,clothing,107.48,1
4c71ecf8,9cc7d475-d,electronics,26.18,1
8dba0d32,ccaace6c-b,beauty,66.78,1
3855d9fa,353a3dfb-c,clothing,28.27,1
cb21c984,ed3c487d-3,books,150.73,1
d8b248a8,6088e242-d,electronics,412.27,1
2fcadb6b,54459852-1,home & kitchen,227.4,1
dabe2577,44399f1d-0,beauty,280.19,1
6a77d021,adeb9832-4,books,387.06,1
722ed6bd,52de41ab-1,clothing,134.1,1
4769336c,ab11e8cb-a,beauty,233.43,1
d20bbc2b,65461fd8-0,electronics,105.58,1
0580edce,af0a95ad-9,clothing,369.33,1
6cec43d0,7b13c22d-e,sports,57.06,1
b7936ac3,9f3985c8-e,sports,177.24,1
1fb7f40c,654d10d0-a,toys,188.6,1
19649d6c,cb073c91-8,sports,124.78,1
191c2795,9d539845-5,home & kitchen,229.32,1
223e1e33,6c517e1f-0,home & kitchen,39.56,1
c1acaead,6e5bd6db-0,beauty,335.46,1
82041756,f8863647-9,sports,412.56,1
8963cb6f,5771604f-4,electronics,305.1,1
bcc25218,40efd882-7,electronics,39.57,1
3b71545e,a4d41da0-b,sports,14.12,1
fb73ed45,1f1d87d4-7,sports,367.12,1
329b7c97,66140a6e-1,electronics,121.0,1
559fa173,7b67e89b-6,toys,199.42,1
a1268df3,7df8467d-8,books,221.91,1
ddeec1fb,8a92200f-7,electronics,93.6,1
883b954f,9818c76a-8,electronics,300.06,1
3958d313,73871064-1,clothing,32.64,1
eeac60e5,5be37573-b,toys,193.8,1
c04b4143,ca06715c-d,clothing,329.77,1
81704388,c92b0f0c-c,home & kitchen,360.6,1
9.59E+36,9bb22a8b-a,home & kitchen,73.62,1
d290f1f8,3d7c2710-7,clothing,324.74,1
ed543573,207d5b1e-8,electronics,248.26,1
62c9beef,f0074454-3,books,331.38,1
9a9e2f5b,4ad3c592-c,home & kitchen,457.77,1
f602c02d,c3265e2a-f,books,343.96,1
4.85E+160,80b52540-7,clothing,112.71,1
2063936e,fd1ec13c-d,toys,477.48,1
4852a573,b9bf1e92-b,books,225.88,1
33be8310,7e635ae5-c,home & kitchen,299.66,1
35313885,e876784d-7,electronics,182.46,1
a614a195,791be972-6,books,126.22,1
abff895f,b99c3aa9-c,books,11.28,1
abc32e14,b14ddad9-e,home & kitchen,379.24,1
de85b962,650cfb0b-7,home & kitchen,183.11,1
f4d21e00,4800e623-9,sports,338.89,1
6c851471,88556210-7,beauty,65.92,1
fc14a4b2,28a53034-3,clothing,273.86,1
0ffb9389,e960a759-3,home & kitchen,55.71,1
0c9235c1,263982c9-a,books,387.11,1
20a19ba6,4a32c0a0-8,electronics,79.59,1
937d9e65,aff7f14b-0,toys,231.42,1
5842f35e,11fb33c7-a,books,86.23,1
b2d5adaa,1990cfc9-5,beauty,117.12,1
2b33b2b6,e20f0e47-6,books,309.34,1
771a9563,fc294888-f,electronics,256.51,1
7580c1b1,289544ad-2,sports,313.63,1
8b885340,5a4c2797-7,home & kitchen,496.82,1
51363656,76639c92-e,electronics,154.82,1
2421a3f6,872b8abe-f,sports,264.49,1
14f20acd,a90e4600-6,toys,165.92,1
b9cfaba1,01f61e5d-d,toys,240.64,1
ec6cf96c,3f220d8a-4,beauty,42.68,1
7c07bb17,a0a861a7-0,clothing,97.77,1
e70186b8,7e13033b-9,sports,20.01,1
fd015934,b843f1a2-3,sports,410.2,1
c27ce717,22c19343-0,clothing,171.85,1
